@relation 'Restauraunts_Info_withoutids-weka.filters.unsupervised.attribute.Remove-R1-4,24-38,44,46-48-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last'

@attribute Alcohol {full_bar,none,beer_and_wine}
@attribute 'Noise Level' {average,quiet,loud,very_loud}
@attribute 'Has TV' {FALSE,TRUE}
@attribute Attire {casual,dressy,formal}
@attribute 'Good for Kids' {TRUE,FALSE}
@attribute 'Good For Groups' {TRUE,FALSE}
@attribute 'Price Range' {1,2,3,4}
@attribute Delivery {TRUE,FALSE}
@attribute Caters {TRUE,FALSE}
@attribute BYOB {FALSE,TRUE}
@attribute 'Dogs Allowed' {FALSE,TRUE}
@attribute 'Accepts Credit Cards' {TRUE,FALSE}
@attribute BYOB/Corkage {no,yes_free,yes_corkage}
@attribute 'Take out' {TRUE,FALSE}
@attribute 'Wheelchair Accessible' {FALSE,TRUE}
@attribute 'Outdoor Seating' {FALSE,TRUE}
@attribute 'Takes Reservations' {TRUE,FALSE}
@attribute 'Waiter Service' {TRUE,FALSE}
@attribute 'Wi Fi' {no,free,paid}
@attribute Parking_garage {FALSE,TRUE}
@attribute Parking_street {FALSE,TRUE}
@attribute Parking_validated {FALSE,TRUE}
@attribute Parking_lot {TRUE,FALSE}
@attribute Parking_valet {FALSE,TRUE}
@attribute 'Score Class' {High,Med,'Very High',Low}

@data
?,loud,TRUE,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,FALSE,TRUE,FALSE,?,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,Low
full_bar,very_loud,TRUE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,TRUE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Low
full_bar,average,TRUE,casual,TRUE,TRUE,3,FALSE,TRUE,?,FALSE,TRUE,?,TRUE,TRUE,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,Med
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Low
?,average,FALSE,?,TRUE,?,2,?,?,?,?,?,?,FALSE,?,?,?,FALSE,?,?,?,?,?,?,Med
beer_and_wine,average,FALSE,casual,TRUE,TRUE,2,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,High
beer_and_wine,average,FALSE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,'Very High'
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Low
none,average,FALSE,casual,TRUE,FALSE,1,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,TRUE,FALSE,FALSE,free,FALSE,FALSE,FALSE,TRUE,FALSE,Med
none,quiet,TRUE,casual,TRUE,TRUE,2,TRUE,TRUE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Low
full_bar,average,TRUE,casual,TRUE,TRUE,3,FALSE,?,?,?,TRUE,?,TRUE,TRUE,FALSE,TRUE,TRUE,no,TRUE,FALSE,FALSE,FALSE,FALSE,Med
beer_and_wine,average,TRUE,casual,TRUE,TRUE,2,FALSE,TRUE,?,?,TRUE,?,FALSE,?,TRUE,FALSE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,'Very High'
beer_and_wine,average,FALSE,casual,TRUE,TRUE,2,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,TRUE,FALSE,FALSE,no,FALSE,TRUE,FALSE,FALSE,FALSE,'Very High'
?,?,?,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,?,?,FALSE,FALSE,FALSE,FALSE,FALSE,Low
beer_and_wine,?,?,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,TRUE,TRUE,FALSE,TRUE,?,FALSE,FALSE,FALSE,TRUE,FALSE,Med
beer_and_wine,average,FALSE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,TRUE,TRUE,FALSE,FALSE,free,FALSE,FALSE,FALSE,TRUE,FALSE,High
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Low
beer_and_wine,quiet,TRUE,casual,TRUE,TRUE,2,TRUE,?,?,?,TRUE,?,TRUE,?,FALSE,?,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Med
full_bar,average,TRUE,casual,TRUE,TRUE,2,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,High
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Low
none,average,FALSE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,free,FALSE,FALSE,FALSE,FALSE,FALSE,Low
none,?,FALSE,casual,TRUE,TRUE,1,TRUE,TRUE,?,FALSE,TRUE,?,TRUE,TRUE,TRUE,FALSE,FALSE,free,FALSE,FALSE,FALSE,TRUE,FALSE,Low
full_bar,loud,TRUE,casual,TRUE,TRUE,2,FALSE,FALSE,?,FALSE,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,no,TRUE,TRUE,FALSE,FALSE,FALSE,Med
?,?,?,casual,?,?,1,TRUE,?,?,?,TRUE,?,TRUE,?,FALSE,?,FALSE,?,?,?,?,?,?,Low
full_bar,average,TRUE,casual,FALSE,TRUE,2,?,FALSE,?,?,TRUE,?,TRUE,?,FALSE,?,TRUE,free,FALSE,FALSE,FALSE,FALSE,FALSE,Med
none,average,TRUE,casual,TRUE,TRUE,1,FALSE,TRUE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,Med
?,?,?,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,?,?,?,?,?,?,?,?,?,?,Med
none,very_loud,FALSE,casual,TRUE,TRUE,1,TRUE,TRUE,?,FALSE,TRUE,?,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,Med
full_bar,quiet,FALSE,casual,TRUE,TRUE,2,TRUE,?,?,?,TRUE,?,TRUE,TRUE,FALSE,TRUE,TRUE,no,FALSE,TRUE,FALSE,FALSE,FALSE,Med
full_bar,average,TRUE,casual,FALSE,TRUE,2,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
full_bar,very_loud,TRUE,dressy,FALSE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Low
?,?,?,casual,FALSE,TRUE,2,FALSE,?,?,?,TRUE,yes_corkage,TRUE,?,FALSE,?,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Med
none,average,?,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,Med
none,?,?,casual,TRUE,TRUE,2,?,?,?,?,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,?,FALSE,FALSE,FALSE,TRUE,FALSE,Low
none,?,?,casual,TRUE,FALSE,1,FALSE,?,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Med
none,average,FALSE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,TRUE,no,FALSE,TRUE,FALSE,FALSE,FALSE,'Very High'
none,?,?,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,?,TRUE,FALSE,?,?,?,?,?,?,?,Low
none,quiet,FALSE,casual,TRUE,FALSE,1,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,no,FALSE,TRUE,FALSE,FALSE,FALSE,High
beer_and_wine,average,TRUE,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,Low
full_bar,average,FALSE,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,?,TRUE,FALSE,TRUE,free,FALSE,FALSE,FALSE,FALSE,FALSE,Med
none,average,TRUE,casual,TRUE,TRUE,1,FALSE,TRUE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
none,quiet,FALSE,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,TRUE,TRUE,FALSE,?,free,?,?,?,?,?,Med
beer_and_wine,average,TRUE,casual,TRUE,TRUE,1,FALSE,TRUE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,FALSE,no,FALSE,TRUE,FALSE,FALSE,FALSE,High
none,average,TRUE,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Med
none,average,FALSE,casual,TRUE,TRUE,1,TRUE,TRUE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,Low
none,average,TRUE,casual,TRUE,TRUE,1,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
full_bar,average,TRUE,casual,TRUE,TRUE,3,TRUE,FALSE,?,FALSE,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,free,FALSE,TRUE,FALSE,FALSE,FALSE,Med
full_bar,?,?,dressy,FALSE,TRUE,3,FALSE,FALSE,?,FALSE,TRUE,?,FALSE,TRUE,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,TRUE,Low
beer_and_wine,?,?,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,TRUE,TRUE,FALSE,FALSE,?,FALSE,FALSE,FALSE,TRUE,FALSE,Low
?,?,?,?,?,FALSE,1,FALSE,?,?,?,?,?,TRUE,?,?,FALSE,?,?,?,?,?,?,?,Low
full_bar,average,FALSE,casual,TRUE,TRUE,2,TRUE,TRUE,FALSE,?,TRUE,no,TRUE,TRUE,TRUE,TRUE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,High
beer_and_wine,average,TRUE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,High
none,quiet,FALSE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,Med
beer_and_wine,average,FALSE,casual,TRUE,FALSE,2,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,FALSE,TRUE,free,FALSE,FALSE,FALSE,FALSE,FALSE,Med
full_bar,loud,TRUE,casual,FALSE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,TRUE,free,FALSE,TRUE,FALSE,FALSE,FALSE,High
full_bar,average,TRUE,casual,TRUE,TRUE,2,FALSE,TRUE,FALSE,?,TRUE,no,TRUE,TRUE,TRUE,TRUE,TRUE,free,TRUE,TRUE,FALSE,FALSE,FALSE,'Very High'
full_bar,average,TRUE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,'Very High'
?,?,TRUE,casual,FALSE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,?,TRUE,FALSE,TRUE,?,?,?,?,?,?,Med
full_bar,?,?,casual,TRUE,?,1,?,?,?,?,?,?,TRUE,?,TRUE,?,FALSE,?,?,?,?,?,?,Low
none,average,TRUE,casual,TRUE,TRUE,1,TRUE,TRUE,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
beer_and_wine,loud,FALSE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Med
full_bar,average,FALSE,casual,FALSE,TRUE,3,FALSE,FALSE,?,?,TRUE,?,FALSE,?,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
full_bar,average,TRUE,casual,TRUE,TRUE,2,FALSE,TRUE,?,?,TRUE,?,TRUE,?,FALSE,TRUE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,Med
full_bar,average,TRUE,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
full_bar,?,?,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,TRUE,TRUE,?,FALSE,FALSE,FALSE,TRUE,FALSE,Med
none,average,FALSE,casual,TRUE,TRUE,1,FALSE,TRUE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,Med
none,loud,TRUE,casual,TRUE,TRUE,2,TRUE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Med
beer_and_wine,quiet,FALSE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,TRUE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Med
full_bar,quiet,FALSE,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,?,TRUE,TRUE,TRUE,no,?,?,?,?,?,Med
?,?,FALSE,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,?,?,?,?,?,?,Med
none,quiet,FALSE,casual,TRUE,?,2,TRUE,TRUE,?,?,TRUE,?,TRUE,?,?,FALSE,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Low
?,?,?,?,?,?,?,?,?,?,?,TRUE,?,?,?,?,?,?,?,?,?,?,?,?,Med
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Med
?,?,FALSE,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Med
full_bar,?,TRUE,?,TRUE,TRUE,?,?,?,?,?,TRUE,?,?,?,TRUE,TRUE,TRUE,free,FALSE,TRUE,FALSE,FALSE,FALSE,Med
beer_and_wine,average,FALSE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,FALSE,free,FALSE,FALSE,FALSE,TRUE,FALSE,Med
none,average,FALSE,casual,TRUE,FALSE,1,FALSE,FALSE,?,?,FALSE,?,TRUE,FALSE,TRUE,FALSE,FALSE,no,FALSE,TRUE,FALSE,FALSE,FALSE,High
none,average,FALSE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
none,quiet,FALSE,casual,TRUE,FALSE,2,FALSE,?,?,?,FALSE,?,TRUE,?,FALSE,TRUE,TRUE,no,FALSE,TRUE,FALSE,FALSE,FALSE,Med
none,quiet,TRUE,casual,TRUE,TRUE,2,TRUE,FALSE,?,?,TRUE,?,TRUE,TRUE,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
none,average,FALSE,casual,TRUE,TRUE,1,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,TRUE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
?,?,?,?,?,?,1,?,?,?,?,?,?,FALSE,?,FALSE,?,?,?,?,?,?,?,?,Low
full_bar,average,TRUE,casual,TRUE,TRUE,2,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,High
none,?,FALSE,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,FALSE,?,?,?,?,?,?,?,Low
?,?,?,?,?,?,?,FALSE,?,?,?,TRUE,?,FALSE,?,?,TRUE,?,?,?,?,?,?,?,Med
full_bar,average,TRUE,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,no,TRUE,TRUE,FALSE,FALSE,FALSE,Med
?,?,?,casual,?,?,3,?,?,?,?,?,?,FALSE,?,?,?,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Low
none,average,FALSE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,'Very High'
none,quiet,TRUE,casual,TRUE,TRUE,1,FALSE,TRUE,?,?,TRUE,?,TRUE,?,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,'Very High'
full_bar,average,TRUE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
beer_and_wine,average,FALSE,casual,TRUE,TRUE,2,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
none,average,FALSE,casual,TRUE,FALSE,2,TRUE,TRUE,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Med
none,?,FALSE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Med
none,average,FALSE,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,FALSE,TRUE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Med
?,average,?,?,FALSE,?,2,?,TRUE,?,?,TRUE,?,?,TRUE,?,TRUE,FALSE,?,FALSE,FALSE,FALSE,TRUE,FALSE,Med
none,average,TRUE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Med
beer_and_wine,?,?,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,TRUE,TRUE,FALSE,FALSE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Med
none,average,FALSE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,FALSE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Low
beer_and_wine,average,TRUE,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,FALSE,TRUE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Med
none,quiet,FALSE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,TRUE,free,FALSE,FALSE,FALSE,FALSE,FALSE,Low
full_bar,average,TRUE,casual,TRUE,TRUE,2,TRUE,?,?,FALSE,TRUE,?,TRUE,TRUE,FALSE,TRUE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,Low
full_bar,quiet,FALSE,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,FALSE,TRUE,TRUE,TRUE,TRUE,no,FALSE,TRUE,FALSE,FALSE,FALSE,Med
full_bar,average,?,casual,FALSE,TRUE,3,?,?,?,?,TRUE,?,?,?,TRUE,TRUE,TRUE,?,?,?,?,?,?,Med
none,quiet,TRUE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,Med
none,average,TRUE,casual,TRUE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,FALSE,free,FALSE,FALSE,FALSE,FALSE,FALSE,High
none,?,TRUE,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,TRUE,TRUE,TRUE,?,free,?,?,?,?,?,Med
none,?,?,casual,TRUE,TRUE,?,FALSE,TRUE,?,?,?,?,TRUE,?,?,FALSE,FALSE,free,?,?,?,?,?,Low
?,?,?,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,?,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Low
none,average,FALSE,casual,TRUE,TRUE,2,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,High
full_bar,average,TRUE,casual,FALSE,TRUE,2,FALSE,FALSE,?,FALSE,TRUE,?,TRUE,TRUE,TRUE,TRUE,TRUE,free,TRUE,TRUE,TRUE,FALSE,TRUE,'Very High'
?,?,?,casual,TRUE,TRUE,2,FALSE,?,FALSE,?,TRUE,no,TRUE,?,FALSE,?,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Low
full_bar,quiet,TRUE,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,TRUE,FALSE,?,TRUE,?,FALSE,FALSE,FALSE,TRUE,FALSE,Med
beer_and_wine,?,TRUE,?,?,?,2,?,?,?,?,TRUE,?,?,?,?,?,?,?,FALSE,FALSE,FALSE,FALSE,FALSE,Med
full_bar,?,TRUE,casual,TRUE,TRUE,2,FALSE,?,?,?,TRUE,?,TRUE,?,TRUE,FALSE,TRUE,free,FALSE,FALSE,FALSE,FALSE,FALSE,Med
beer_and_wine,average,TRUE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,'Very High'
full_bar,average,TRUE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
?,average,?,casual,TRUE,FALSE,1,FALSE,TRUE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,?,?,FALSE,FALSE,FALSE,FALSE,FALSE,Med
beer_and_wine,quiet,TRUE,casual,TRUE,TRUE,2,TRUE,FALSE,?,?,TRUE,?,TRUE,TRUE,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
?,?,?,?,TRUE,TRUE,2,TRUE,?,?,?,?,?,TRUE,?,?,?,?,?,?,?,?,?,?,Low
none,quiet,FALSE,casual,TRUE,FALSE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,Med
?,quiet,FALSE,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,?,FALSE,FALSE,?,?,?,?,?,?,?,Low
full_bar,average,TRUE,casual,TRUE,TRUE,1,FALSE,FALSE,?,FALSE,TRUE,?,TRUE,TRUE,FALSE,FALSE,TRUE,no,FALSE,TRUE,FALSE,TRUE,FALSE,High
full_bar,average,FALSE,casual,TRUE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,TRUE,TRUE,TRUE,FALSE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,High
?,?,?,?,?,?,?,?,?,?,?,TRUE,?,?,?,?,?,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Low
full_bar,?,?,casual,?,TRUE,2,FALSE,?,?,?,?,?,?,TRUE,?,TRUE,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Med
?,?,?,?,?,?,2,?,?,?,?,TRUE,?,?,?,?,FALSE,TRUE,?,?,?,?,?,?,Med
none,quiet,FALSE,casual,TRUE,TRUE,1,FALSE,TRUE,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,High
full_bar,average,FALSE,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,FALSE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Med
?,?,?,casual,?,FALSE,?,FALSE,?,?,?,TRUE,?,TRUE,?,?,FALSE,FALSE,?,?,?,?,?,?,Low
full_bar,average,FALSE,casual,FALSE,TRUE,3,FALSE,FALSE,?,?,TRUE,?,FALSE,TRUE,FALSE,TRUE,TRUE,free,FALSE,TRUE,FALSE,FALSE,FALSE,High
full_bar,quiet,TRUE,casual,TRUE,TRUE,1,TRUE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,TRUE,no,FALSE,TRUE,FALSE,FALSE,FALSE,High
none,loud,TRUE,casual,TRUE,TRUE,2,FALSE,TRUE,?,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Med
full_bar,loud,TRUE,casual,FALSE,TRUE,2,FALSE,FALSE,?,?,TRUE,?,FALSE,TRUE,TRUE,TRUE,TRUE,no,FALSE,TRUE,FALSE,FALSE,FALSE,Med
?,?,?,casual,TRUE,TRUE,2,?,?,?,?,TRUE,?,TRUE,?,TRUE,?,TRUE,?,FALSE,FALSE,FALSE,FALSE,FALSE,Med
none,average,TRUE,casual,TRUE,TRUE,1,TRUE,TRUE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,FALSE,?,FALSE,FALSE,FALSE,TRUE,FALSE,Med
full_bar,?,TRUE,casual,FALSE,TRUE,1,FALSE,FALSE,?,?,TRUE,?,TRUE,?,TRUE,FALSE,?,?,?,?,?,?,?,Med
full_bar,average,TRUE,casual,TRUE,TRUE,2,FALSE,FALSE,?,TRUE,TRUE,?,TRUE,TRUE,TRUE,FALSE,TRUE,no,TRUE,FALSE,FALSE,FALSE,FALSE,'Very High'
full_bar,quiet,TRUE,casual,TRUE,TRUE,2,FALSE,TRUE,FALSE,?,TRUE,yes_free,TRUE,TRUE,FALSE,TRUE,TRUE,no,FALSE,FALSE,FALSE,TRUE,FALSE,'Very High'
full_bar,average,TRUE,casual,FALSE,TRUE,3,FALSE,TRUE,FALSE,?,TRUE,yes_corkage,TRUE,TRUE,FALSE,TRUE,TRUE,free,TRUE,FALSE,FALSE,FALSE,FALSE,'Very High'
?,?,?,casual,TRUE,TRUE,1,FALSE,?,?,?,TRUE,?,TRUE,?,?,FALSE,?,?,?,?,?,?,?,Med
none,average,TRUE,casual,TRUE,TRUE,1,TRUE,TRUE,?,FALSE,TRUE,?,TRUE,TRUE,TRUE,FALSE,TRUE,free,FALSE,FALSE,FALSE,TRUE,FALSE,High
none,?,TRUE,casual,TRUE,TRUE,1,?,TRUE,?,?,TRUE,?,TRUE,TRUE,FALSE,FALSE,FALSE,?,TRUE,FALSE,FALSE,FALSE,FALSE,Med
?,loud,TRUE,casual,?,TRUE,?,?,?,?,?,?,?,?,?,?,FALSE,TRUE,no,FALSE,FALSE,FALSE,FALSE,FALSE,Low
